序號,案件名稱,最終違約金類型,案件類型數字
230,案件_230,"根據判決書內容，法院認定契約中約定的「總工程款20％之懲罰性違約金」條款屬懲罰性違約金，但法院考量實際情況，將違約金酌減至總工程款的15%，最終判決被告需支付87,785元。

雖然法院最終判決金額遠低於最初約定的懲罰性違約金，但判決書中明確指出契約條款約定的是「懲罰性違約金」，且法院的裁決也基於此條款進行酌減。因此，本案最接近的分類為**懲罰性編號1**。
",1
231,案件_231,"根據提供的判決書內容，被告對原告的「扣分1點」行為，性質更接近**損害賠償性編號2**。

判決書中強調被告的扣分行為是為了建立廠商履約績效資料，作為未來招標評選的參考，這是一種準備行為，而非對原告直接產生法律效果的處罰。扣分本身不涉及罰金或額外經濟損失，其目的並非懲罰原告，而是為了評估其未來投標的資格。雖然扣分可能會間接影響原告未來的中標機會，但這並非直接的損害賠償，而是基於履約績效的評估。  判決書中也明確指出扣分行為不屬於行政處分。

雖然契約中存在扣分機制，但其並未符合懲罰性違約金的條件，例如：金額與實際損失無關，金額遠高於實際損失等。  因此，更接近損害賠償性的分類。
",2
232,案件_232,"根據最高法院的判決書內容，該契約中的逾期罰款約定被認定為**懲罰性違約金（編號1）**。

判決書中明確指出：「6 契約之逾期罰款約定，應屬懲罰性違約金之性質」。  雖然判決書也討論了實際損害的抵銷，但逾期罰款本身的性質被明確界定為懲罰性，而非單純的損害賠償。  法院也針對懲罰性違約金的計算和歸責原則進行了討論，進一步確認其懲罰性的特徵。
",1
233,案件_233,"根據提供的判決書內容，法院最終認定履約保證金的部分性質為**懲罰性編號1**。

判決書中明確指出，契約中存在「沒收約款」和「抵充約款」的約定，使得超過擔保範圍的履約保證金轉變為違約金。法院進一步認定該違約金具有懲罰性，並基於民法第252條對其金額進行了酌減。雖然判決書也提及損害賠償（如重新發包所增加的費用），但這些費用只是用於計算懲罰性違約金的基準，而非違約金本身的性質。  法院最終判決的金額是對懲罰性違約金的酌減，而不是對實際損害的完全賠償。

因此，儘管部分金額用於彌補實際損失，但整體而言，該判決更符合懲罰性違約金的定義。
",1
234,案件_234,"根據提供的判決書內容，屬於**損害賠償性編號2**。

判決書的核心在於計算被告應支付給原告的工程款，扣除因原告違約導致被告被業主罰款的部分。判決書詳細列舉了原告違約的行為，並根據合約條款計算了應扣除的金額。最終判決被告支付的金額 (10萬9319元) 是在扣除原告違約責任後，剩餘的工程款，其金額與原告實際完成的工作量及被告實際損失直接相關。  這符合損害賠償的定義，即補償因違約行為造成的實際損失，而非額外懲罰。  雖然合約中存在「罰款」條款，但法院的判決是根據實際損失進行計算，而非簡單地套用合約中的懲罰性條款。
",2
235,案件_235,"這份判決書內容屬於**損害賠償性編號2**。

雖然判決書中提及許多違約金項目，例如逾期完工違約金、驗收改正逾期違約金、品質缺失扣點、丙等懲罰性違約金等等，但這些金額是根據法院審理後，針對原告提出的損失計算得出的，並非單純的懲罰性違約金。法院最終判決被告需支付的金額（309萬8387元），是基於法院對各項損失的認定，並考量了雙方提出的證據和辯護後，經過權衡得出的結果。  法院也調整了部分原告主張的損失金額，這也顯示法院並非單純照搬契約中的違約金條款，而是基於實際損害進行判斷。  因此，儘管契約中可能包含懲罰性條款的設定，但法院的判決結果更接近損害賠償的性質。
",2
236,案件_236,"根據提供的判決書內容，**30萬元及20萬元應屬於懲罰性編號1**。

判決書中，被告被判處罰金，金額分別為30萬元和20萬元，這並非基於實際損失的計算，而是基於法院對其犯罪行為的懲罰性考量。判決書中也明確說明，被告的行為僅止於未遂，未實際獲得任何利益，因此罰金並非用以賠償實際造成的損失。  雖然判決書中提及芳義公司和星益公司因違反契約被處以懲罰性違約金，但這與法院判處被告的30萬元和20萬元罰金是不同性質的。前者是因違約而產生的賠償，後者是對犯罪行為的懲罰。


因此，即使金額看似與實際損失無直接關聯，但法院基於其犯罪行為的嚴重性，判處罰金以達到懲罰的目的，更符合懲罰性違約金的定義。
",1
237,案件_237,"根據提供的判決書內容，此案件屬於**損害賠償性編號2**。

雖然契約中提及「按超估或逾算款項計罰百分之10之懲罰性違約金」，但法院最終判決並未支持此懲罰性違約金的請求。法院審理後，認定承包商並無溢領工程款，而是因為契約解釋及計價方式的爭議，導致原告（新北市政府水利局）錯誤計算了付款金額。  法院的判決是基於對實際情況的認定，即釐清雙方契約中“實方”與“鬆方”計價的爭議，並非對違約方的額外懲罰。  因此，最終判決結果更接近於損害賠償的性質，旨在返還錯誤支付的款項，而非處罰。  即使契約中存在懲罰性違約金條款，但因法院未採認，故不適用懲罰性違約金的分類。
",2
238,案件_238,"根據提供的判決書內容，此案屬於**損害賠償性編號2**。

判決書的核心爭議在於北邑營造公司是否因彰化縣政府的違約(未及時提供施工用地)而有權解除契約並請求損害賠償。  北邑公司請求的金額4,902,793元是基於其因契約解除而發生的實際損失（履約保證金、已付下游廠商款項、人員聘僱費用等）所組成，法院審理的重點也在於這些損失的真實性與合理性，並非判決書中認定是否有懲罰性違約金存在。  雖然契約中可能存在懲罰性違約金條款(判決書中被上訴人有提到)，但本判決並沒有以此為基礎判決，而是針對北邑公司主張的實際損失進行審查。  法院最終駁回北邑公司的請求，是基於認定彰化縣政府並未違約，而非因為請求的金額過高或具有懲罰性。  因此，更貼近損害賠償的性質。
",2
239,案件_239,"根據提供的判決書內容，案件爭議點在於上訴人（建築師）因設計錯誤造成被上訴人（學校）損失的賠償責任。法院最終判決上訴人需賠償837,315元（因設計錯誤造成之實際工程費用增加），以及該筆費用從催告日起的利息。而被上訴人請求的另外210,641元（律師費、裁判費、證人日旅費）則因與設計錯誤缺乏因果關係而被駁回。


判決中，837,315元的賠償金額直接與上訴人設計錯誤造成的實際損失掛鉤，並非額外罰金，且法院明確指出其依據是系爭契約中關於設計錯誤賠償責任的條款。因此，這部分屬於**損害賠償性編號2**。


雖然契約中提到違約金的計算方式（第14條第9項），但法院認定此條款為懲罰性違約金，且本案最終並未以此條款計算賠償金額，故不影響主要賠償金額的分類。

因此，整體而言，本判決書中涉及的賠償金額更接近**損害賠償性編號2**。
",2
240,案件_240,"根據判決書內容，該合約中的違約金條款屬於**懲罰性編號1**。

判決書中明確指出合約第10條約定：「逾期責任：本工程如乙方(即原告)不依照合約規定期限完工，逾期應按日支付全部工程總價金額千分之一懲罰性違約金，甲方（即被告）得於應負之工程款或履約保證金內扣除之，如有不足，得向乙方及其連帶保證人追價之。」  這符合懲罰性違約金的定義：

* **金額遠超過實際損害的合理比例:**  被告計算的違約金5,325,253元遠高於原告請求的工程尾款1,491,489元。
* **無法直接與實際損失或費用相連結:**  違約金的計算方式是按日計算工程總價的千分之一，與原告實際造成的損失無直接關聯。
* **伴隨強制執行條款:**  合約允許被告從工程款中扣除違約金，甚至追討不足部分。

雖然判決書最終駁回了被告的違約金請求，但這並不能改變合約條款本身的性質。  合約條款的設定目的就是對原告的違約行為進行懲罰，而非僅僅補償被告的實際損失。因此，更符合懲罰性違約金的定義。
",1
